"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorJaccardNgram record1Value","[0] CompanyNameComparatorJaccardNgram record2Value","[0] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[0] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[0] CompanyNameComparatorJaccardNgram similarity","[0] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[1] CompanyNameComparatorJaccardNgram record1Value","[1] CompanyNameComparatorJaccardNgram record2Value","[1] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[1] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[1] CompanyNameComparatorJaccardNgram similarity","[1] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[2] CompanyNameComparatorJaccardNgram record1Value","[2] CompanyNameComparatorJaccardNgram record2Value","[2] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[2] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[2] CompanyNameComparatorJaccardNgram similarity","[2] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[3] CompanyNameComparatorJaccardNgram record1Value","[3] CompanyNameComparatorJaccardNgram record2Value","[3] CompanyNameComparatorJaccardNgram record1PreprocessedValue","[3] CompanyNameComparatorJaccardNgram record2PreprocessedValue","[3] CompanyNameComparatorJaccardNgram similarity","[3] CompanyNameComparatorJaccardNgram postproccesedSimilarity","[4] CompanyNameComparatorLevenshtein record1Value","[4] CompanyNameComparatorLevenshtein record2Value","[4] CompanyNameComparatorLevenshtein record1PreprocessedValue","[4] CompanyNameComparatorLevenshtein record2PreprocessedValue","[4] CompanyNameComparatorLevenshtein similarity","[4] CompanyNameComparatorLevenshtein postproccesedSimilarity","[5] CompanyNameComparatorLevenshtein record1Value","[5] CompanyNameComparatorLevenshtein record2Value","[5] CompanyNameComparatorLevenshtein record1PreprocessedValue","[5] CompanyNameComparatorLevenshtein record2PreprocessedValue","[5] CompanyNameComparatorLevenshtein similarity","[5] CompanyNameComparatorLevenshtein postproccesedSimilarity","[6] CompanyNameComparatorJaccardToken record1Value","[6] CompanyNameComparatorJaccardToken record2Value","[6] CompanyNameComparatorJaccardToken record1PreprocessedValue","[6] CompanyNameComparatorJaccardToken record2PreprocessedValue","[6] CompanyNameComparatorJaccardToken similarity","[6] CompanyNameComparatorJaccardToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_4603","Forbes772","0.00934537080381876",,"Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.0","0.0","Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.0","0.0","Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.0","0.0","Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.0","0.0","Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.06666666666666665","0.0","Viacom (2005–2019)","AutoZone","viacom2005–2019","autozone","0.06666666666666665","0.0","Viacom (2005–2019)","AutoZone","Viacom (2005–2019)","AutoZone","0.0","0.0"
"WekaMatchingRule","dbpedia_3061","Forbes1705","0.00934537080381876","0","Nippon Paper Industries","Nippon Paint","nipponpaper","nipponpaint","0.5384615384615384","0.0","Nippon Paper Industries","Nippon Paint","nipponpaperindustries","nipponpaint","0.30434782608695654","0.0","Nippon Paper Industries","Nippon Paint","nipponpaper","nipponpaint","0.5","0.0","Nippon Paper Industries","Nippon Paint","nipponpaperindustries","nipponpaint","0.2727272727272727","0.0","Nippon Paper Industries","Nippon Paint","nipponpaper","nipponpaint","0.7272727272727273","0.7272727272727273","Nippon Paper Industries","Nippon Paint","nipponpaperindustries","nipponpaint","0.5238095238095238","0.0","Nippon Paper Industries","Nippon Paint","Nippon Paper Industries","Nippon Paint","0.25","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes773","0.00934537080381876",,"Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.0","0.0","Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.0","0.0","Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.0","0.0","Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.0","0.0","Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.06666666666666665","0.0","Viacom (2005–2019)","Agrium","viacom2005–2019","agrium","0.06666666666666665","0.0","Viacom (2005–2019)","Agrium","Viacom (2005–2019)","Agrium","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes531","0.00934537080381876",,"Viacom (2005–2019)","ASML Holding","viacom2005–2019","asml","0.0","0.0","Viacom (2005–2019)","ASML Holding","viacom2005–2019","asmlholding","0.0","0.0","Viacom (2005–2019)","ASML Holding","viacom2005–2019","asml","0.0","0.0","Viacom (2005–2019)","ASML Holding","viacom2005–2019","asmlholding","0.0","0.0","Viacom (2005–2019)","ASML Holding","viacom2005–2019","asml","0.1333333333333333","0.0","Viacom (2005–2019)","ASML Holding","viacom2005–2019","asmlholding","0.1333333333333333","0.0","Viacom (2005–2019)","ASML Holding","Viacom (2005–2019)","ASML Holding","0.0","0.0"
"WekaMatchingRule","dbpedia_2539","Forbes809","0.00934537080381876","0","Lenovo","Leonardo","lenovo","leonardo","0.09090909090909091","0.0","Lenovo","Leonardo","lenovo","leonardo","0.09090909090909091","0.0","Lenovo","Leonardo","lenovo","leonardo","0.0","0.0","Lenovo","Leonardo","lenovo","leonardo","0.0","0.0","Lenovo","Leonardo","lenovo","leonardo","0.5","0.0","Lenovo","Leonardo","lenovo","leonardo","0.5","0.0","Lenovo","Leonardo","Lenovo","Leonardo","0.0","0.0"
"WekaMatchingRule","dbpedia_3616","Forbes735","0.00934537080381876","0","Rotork","Ross Stores","rotork","rossstores","0.16666666666666666","0.0","Rotork","Ross Stores","rotork","rossstores","0.16666666666666666","0.0","Rotork","Ross Stores","rotork","rossstores","0.0","0.0","Rotork","Ross Stores","rotork","rossstores","0.0","0.0","Rotork","Ross Stores","rotork","rossstores","0.5","0.0","Rotork","Ross Stores","rotork","rossstores","0.5","0.0","Rotork","Ross Stores","Rotork","Ross Stores","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes403","0.00934537080381876",,"Viacom (2005–2019)","American International Group","viacom2005–2019","american","0.0","0.0","Viacom (2005–2019)","American International Group","viacom2005–2019","americaninternationalgroup","0.0","0.0","Viacom (2005–2019)","American International Group","viacom2005–2019","american","0.0","0.0","Viacom (2005–2019)","American International Group","viacom2005–2019","americaninternationalgroup","0.0","0.0","Viacom (2005–2019)","American International Group","viacom2005–2019","american","0.1333333333333333","0.0","Viacom (2005–2019)","American International Group","viacom2005–2019","americaninternationalgroup","0.07692307692307687","0.0","Viacom (2005–2019)","American International Group","Viacom (2005–2019)","American International Group","0.0","0.0"
"WekaMatchingRule","dbpedia_2671","Forbes814","0.00934537080381876","0","Magna International","Magnit","magna","magnit","0.5","0.0","Magna International","Magnit","magnainternational","magnit","0.15789473684210525","0.0","Magna International","Magnit","magna","magnit","0.4","0.0","Magna International","Magnit","magnainternational","magnit","0.1111111111111111","0.0","Magna International","Magnit","magna","magnit","0.6666666666666667","0.6666666666666667","Magna International","Magnit","magnainternational","magnit","0.33333333333333337","0.0","Magna International","Magnit","Magna International","Magnit","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes405","0.00934537080381876",,"Viacom (2005–2019)","International Airlines","viacom2005–2019","airlines","0.0","0.0","Viacom (2005–2019)","International Airlines","viacom2005–2019","internationalairlines","0.0","0.0","Viacom (2005–2019)","International Airlines","viacom2005–2019","airlines","0.0","0.0","Viacom (2005–2019)","International Airlines","viacom2005–2019","internationalairlines","0.0","0.0","Viacom (2005–2019)","International Airlines","viacom2005–2019","airlines","0.06666666666666665","0.0","Viacom (2005–2019)","International Airlines","viacom2005–2019","internationalairlines","0.09523809523809523","0.0","Viacom (2005–2019)","International Airlines","Viacom (2005–2019)","International Airlines","0.0","0.0"
"WekaMatchingRule","dbpedia_3834","Forbes928","0.934480853156964","1","Sharp Corporation","Sharp","sharp","sharp","1.0","1.0","Sharp Corporation","Sharp","sharpcorporation","sharp","0.26666666666666666","0.0","Sharp Corporation","Sharp","sharp","sharp","1.0","1.0","Sharp Corporation","Sharp","sharpcorporation","sharp","0.21428571428571427","0.0","Sharp Corporation","Sharp","sharp","sharp","1.0","1.0","Sharp Corporation","Sharp","sharpcorporation","sharp","0.3125","0.0","Sharp Corporation","Sharp","Sharp Corporation","Sharp","0.5","0.5"
"WekaMatchingRule","dbpedia_478","Forbes1952","0.00934537080381876","0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.3076923076923077","0.0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.3076923076923077","0.0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.23076923076923078","0.0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.23076923076923078","0.0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.5454545454545454","0.0","Banca Finnat","Banca IFIS","bancafinnat","bancaifis","0.5454545454545454","0.0","Banca Finnat","Banca IFIS","Banca Finnat","Banca IFIS","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_2352","Forbes337","0.00934537080381876","0","KLA Corporation","KIA Motors","kla","kia","0.0","0.0","KLA Corporation","KIA Motors","klacorporation","kiamotors","0.0","0.0","KLA Corporation","KIA Motors","kla","kia","0.0","0.0","KLA Corporation","KIA Motors","klacorporation","kiamotors","0.0","0.0","KLA Corporation","KIA Motors","kla","kia","0.6666666666666667","0.6666666666666667","KLA Corporation","KIA Motors","klacorporation","kiamotors","0.3571428571428571","0.0","KLA Corporation","KIA Motors","KLA Corporation","KIA Motors","0.0","0.0"
"WekaMatchingRule","dbpedia_1127","Forbes808","0.9298674809509684","1","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","drhorton","drhorton","1.0","1.0","D. R. Horton","DR Horton","D. R. Horton","DR Horton","0.25","0.0"
"WekaMatchingRule","dbpedia_1188","Forbes252","0.00934537080381876","0","Daqo New Energy","Danone","daqonew","danone","0.2222222222222222","0.0","Daqo New Energy","Danone","daqonewenergy","danone","0.13333333333333333","0.0","Daqo New Energy","Danone","daqonew","danone","0.0","0.0","Daqo New Energy","Danone","daqonewenergy","danone","0.0","0.0","Daqo New Energy","Danone","daqonew","danone","0.7142857142857143","0.7142857142857143","Daqo New Energy","Danone","daqonewenergy","danone","0.3846153846153846","0.0","Daqo New Energy","Danone","Daqo New Energy","Danone","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1771","0.00934537080381876",,"G2000","AmBank Group","g2000","ambank","0.0","0.0","G2000","AmBank Group","g2000","ambankgroup","0.0","0.0","G2000","AmBank Group","g2000","ambank","0.0","0.0","G2000","AmBank Group","g2000","ambankgroup","0.0","0.0","G2000","AmBank Group","g2000","ambank","0.0","0.0","G2000","AmBank Group","g2000","ambankgroup","0.09090909090909094","0.0","G2000","AmBank Group","G2000","AmBank Group","0.0","0.0"
"WekaMatchingRule","dbpedia_3713","Forbes184","0.00934537080381876","0","Salama (company)","Southern Company","salamacompany","southerncompany","0.23809523809523808","0.0","Salama (company)","Southern Company","salamacompany","southerncompany","0.23809523809523808","0.0","Salama (company)","Southern Company","salamacompany","southerncompany","0.2","0.0","Salama (company)","Southern Company","salamacompany","southerncompany","0.2","0.0","Salama (company)","Southern Company","salamacompany","southerncompany","0.5333333333333333","0.0","Salama (company)","Southern Company","salamacompany","southerncompany","0.5333333333333333","0.0","Salama (company)","Southern Company","Salama (company)","Southern Company","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_1129","Forbes1964","0.00934537080381876","0","DB Corp","DVB Bank","db","dvb","0.0","0.0","DB Corp","DVB Bank","dbcorp","dvbbank","0.0","0.0","DB Corp","DVB Bank","db","dvb","0.0","0.0","DB Corp","DVB Bank","dbcorp","dvbbank","0.0","0.0","DB Corp","DVB Bank","db","dvb","0.6666666666666667","0.6666666666666667","DB Corp","DVB Bank","dbcorp","dvbbank","0.2857142857142857","0.0","DB Corp","DVB Bank","DB Corp","DVB Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_4718","Forbes661","0.9465884016541085","1","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.7142857142857143","0.7142857142857143","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.7142857142857143","0.7142857142857143","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.6666666666666666","0.6666666666666666","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.6666666666666666","0.6666666666666666","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.6956521739130435","0.6956521739130435","West Japan Railway Company","West Japan Railway","westjapanrailwaycompany","westjapanrailway","0.6956521739130435","0.6956521739130435","West Japan Railway Company","West Japan Railway","West Japan Railway Company","West Japan Railway","0.75","0.75"
"WekaMatchingRule","dbpedia_4603","Forbes6","0.00934537080381876",,"Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalchina","0.0","0.0","Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalbankofchina","0.0","0.0","Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalchina","0.0","0.0","Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalbankofchina","0.0","0.0","Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalchina","0.05882352941176472","0.0","Viacom (2005–2019)","Agricultural Bank of China","viacom2005–2019","agriculturalbankofchina","0.08695652173913049","0.0","Viacom (2005–2019)","Agricultural Bank of China","Viacom (2005–2019)","Agricultural Bank of China","0.0","0.0"
"WekaMatchingRule","dbpedia_3682","Forbes917",,"0","SMTC Corporation","Swatch Group","smtc","swatch","0.0","0.0","SMTC Corporation","Swatch Group","smtccorporation","swatchgroup","0.0","0.0","SMTC Corporation","Swatch Group","smtc","swatch","0.0","0.0","SMTC Corporation","Swatch Group","smtccorporation","swatchgroup","0.0","0.0","SMTC Corporation","Swatch Group","smtc","swatch","0.5","0.0","SMTC Corporation","Swatch Group","smtccorporation","swatchgroup","0.2666666666666667","0.0","SMTC Corporation","Swatch Group","SMTC Corporation","Swatch Group","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes7","0.00934537080381876",,"Viacom (2005–2019)","Bank of America","viacom2005–2019","america","0.0","0.0","Viacom (2005–2019)","Bank of America","viacom2005–2019","bankofamerica","0.0","0.0","Viacom (2005–2019)","Bank of America","viacom2005–2019","america","0.0","0.0","Viacom (2005–2019)","Bank of America","viacom2005–2019","bankofamerica","0.0","0.0","Viacom (2005–2019)","Bank of America","viacom2005–2019","america","0.1333333333333333","0.0","Viacom (2005–2019)","Bank of America","viacom2005–2019","bankofamerica","0.06666666666666665","0.0","Viacom (2005–2019)","Bank of America","Viacom (2005–2019)","Bank of America","0.0","0.0"
"WekaMatchingRule","dbpedia_4048","Forbes413","0.00934537080381876","0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibanking","sumitomomitsuitrust","0.5","0.0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibankingcorporation","sumitomomitsuitrust","0.34285714285714286","0.0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibanking","sumitomomitsuitrust","0.5","0.0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibankingcorporation","sumitomomitsuitrust","0.34285714285714286","0.0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibanking","sumitomomitsuitrust","0.6666666666666667","0.6666666666666667","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","sumitomomitsuibankingcorporation","sumitomomitsuitrust","0.5","0.0","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","Sumitomo Mitsui Banking Corporation","Sumitomo Mitsui Trust","0.4","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes781","0.00934537080381876",,"Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.0","0.0","Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.0","0.0","Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.0","0.0","Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.0","0.0","Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.06666666666666665","0.0","Viacom (2005–2019)","Adecco","viacom2005–2019","adecco","0.06666666666666665","0.0","Viacom (2005–2019)","Adecco","Viacom (2005–2019)","Adecco","0.0","0.0"
"WekaMatchingRule","dbpedia_3669","Forbes1161",,"0","SJVN","SVB Financial Group","sjvn","svb","0.0","0.0","SJVN","SVB Financial Group","sjvn","svbfinancialgroup","0.0","0.0","SJVN","SVB Financial Group","sjvn","svb","0.0","0.0","SJVN","SVB Financial Group","sjvn","svbfinancialgroup","0.0","0.0","SJVN","SVB Financial Group","sjvn","svb","0.5","0.0","SJVN","SVB Financial Group","sjvn","svbfinancialgroup","0.11764705882352944","0.0","SJVN","SVB Financial Group","SJVN","SVB Financial Group","0.0","0.0"
"WekaMatchingRule","dbpedia_3176","Forbes1395","0.9972873126611694","1","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","omron","omron","1.0","1.0","Omron","OMRON","Omron","OMRON","1.0","1.0"
"WekaMatchingRule","dbpedia_227","Forbes395","0.00934537080381876","0","American Financial Group","American Electric","american","americanelectric","0.5","0.0","American Financial Group","American Electric","americanfinancialgroup","americanelectric","0.25","0.0","American Financial Group","American Electric","american","americanelectric","0.42857142857142855","0.0","American Financial Group","American Electric","americanfinancialgroup","americanelectric","0.21428571428571427","0.0","American Financial Group","American Electric","american","americanelectric","0.5","0.0","American Financial Group","American Electric","americanfinancialgroup","americanelectric","0.4545454545454546","0.0","American Financial Group","American Electric","American Financial Group","American Electric","0.25","0.0"
"WekaMatchingRule","dbpedia_1415","Forbes439","0.00934537080381876","0","Elron Electronic Industries","Emerson Electric","elronelectronic","emersonelectric","0.2857142857142857","0.0","Elron Electronic Industries","Emerson Electric","elronelectronicindustries","emersonelectric","0.23333333333333334","0.0","Elron Electronic Industries","Emerson Electric","elronelectronic","emersonelectric","0.23809523809523808","0.0","Elron Electronic Industries","Emerson Electric","elronelectronicindustries","emersonelectric","0.16129032258064516","0.0","Elron Electronic Industries","Emerson Electric","elronelectronic","emersonelectric","0.6666666666666667","0.6666666666666667","Elron Electronic Industries","Emerson Electric","elronelectronicindustries","emersonelectric","0.4","0.0","Elron Electronic Industries","Emerson Electric","Elron Electronic Industries","Emerson Electric","0.0","0.0"
"WekaMatchingRule","dbpedia_4273","Forbes1107","0.00934537080381876","1","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5454545454545454","0.0","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5454545454545454","0.0","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5","0.0","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5","0.0","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5833333333333333","0.5833333333333333","ThaiBev","Thai Beverage","thaibev","thaibeverage","0.5833333333333333","0.5833333333333333","ThaiBev","Thai Beverage","ThaiBev","Thai Beverage","0.0","0.0"
"WekaMatchingRule","dbpedia_4602","Forbes893","0.00934537080381876",,"Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.03571428571428571","0.0","Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.03571428571428571","0.0","Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.0","0.0","Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.0","0.0","Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.19999999999999996","0.0","Viacom (2005–2019)","Avalonbay Communities","viacom2005–2019","avalonbaycommunities","0.19999999999999996","0.0","Viacom (2005–2019)","Avalonbay Communities","Viacom (2005–2019)","Avalonbay Communities","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1307","0.00934537080381876",,"G2000","Arab Bank","g2000","arab","0.0","0.0","G2000","Arab Bank","g2000","arabbank","0.0","0.0","G2000","Arab Bank","g2000","arab","0.0","0.0","G2000","Arab Bank","g2000","arabbank","0.0","0.0","G2000","Arab Bank","g2000","arab","0.0","0.0","G2000","Arab Bank","g2000","arabbank","0.0","0.0","G2000","Arab Bank","G2000","Arab Bank","0.0","0.0"
"WekaMatchingRule","dbpedia_919","Forbes872","0.20502448335788662","0","China Merchants Bank","China Merchants Securities","chinamerchants","chinamerchantssecurities","0.5652173913043478","0.5652173913043478","China Merchants Bank","China Merchants Securities","chinamerchantsbank","chinamerchantssecurities","0.48148148148148145","0.0","China Merchants Bank","China Merchants Securities","chinamerchants","chinamerchantssecurities","0.5454545454545454","0.0","China Merchants Bank","China Merchants Securities","chinamerchantsbank","chinamerchantssecurities","0.46153846153846156","0.0","China Merchants Bank","China Merchants Securities","chinamerchants","chinamerchantssecurities","0.5833333333333333","0.5833333333333333","China Merchants Bank","China Merchants Securities","chinamerchantsbank","chinamerchantssecurities","0.5833333333333333","0.5833333333333333","China Merchants Bank","China Merchants Securities","China Merchants Bank","China Merchants Securities","0.5","0.5"
"WekaMatchingRule","dbpedia_4597","Forbes1644","0.7303554863836325","1","Vertex Inc","Vertex Pharmaceuticals","vertex","vertex","1.0","1.0","Vertex Inc","Vertex Pharmaceuticals","vertexinc","vertexpharmaceuticals","0.21739130434782608","0.0","Vertex Inc","Vertex Pharmaceuticals","vertex","vertex","1.0","1.0","Vertex Inc","Vertex Pharmaceuticals","vertexinc","vertexpharmaceuticals","0.18181818181818182","0.0","Vertex Inc","Vertex Pharmaceuticals","vertex","vertex","1.0","1.0","Vertex Inc","Vertex Pharmaceuticals","vertexinc","vertexpharmaceuticals","0.33333333333333337","0.0","Vertex Inc","Vertex Pharmaceuticals","Vertex Inc","Vertex Pharmaceuticals","0.3333333333333333","0.0"
"WekaMatchingRule","dbpedia_666","Forbes1610","0.00934537080381876","0","Bosideng","Boliden","bosideng","boliden","0.3","0.0","Bosideng","Boliden","bosideng","boliden","0.3","0.0","Bosideng","Boliden","bosideng","boliden","0.1","0.0","Bosideng","Boliden","bosideng","boliden","0.1","0.0","Bosideng","Boliden","bosideng","boliden","0.75","0.75","Bosideng","Boliden","bosideng","boliden","0.75","0.75","Bosideng","Boliden","Bosideng","Boliden","0.0","0.0"
"WekaMatchingRule","dbpedia_4603","Forbes9","0.00934537080381876",,"Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.0","0.0","Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.0","0.0","Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.0","0.0","Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.0","0.0","Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.06666666666666665","0.0","Viacom (2005–2019)","Apple","viacom2005–2019","apple","0.06666666666666665","0.0","Viacom (2005–2019)","Apple","Viacom (2005–2019)","Apple","0.0","0.0"
"WekaMatchingRule","dbpedia_3018","Forbes1221","0.9913552804914432","1","New York Community Bank","New York Community","newyorkcommunity","newyorkcommunity","1.0","1.0","New York Community Bank","New York Community","newyorkcommunitybank","newyorkcommunity","0.7894736842105263","0.7894736842105263","New York Community Bank","New York Community","newyorkcommunity","newyorkcommunity","1.0","1.0","New York Community Bank","New York Community","newyorkcommunitybank","newyorkcommunity","0.7777777777777778","0.7777777777777778","New York Community Bank","New York Community","newyorkcommunity","newyorkcommunity","1.0","1.0","New York Community Bank","New York Community","newyorkcommunitybank","newyorkcommunity","0.8","0.8","New York Community Bank","New York Community","New York Community Bank","New York Community","0.75","0.75"
"WekaMatchingRule","dbpedia_1858","Forbes1125","0.00934537080381876","0","HCL Technologies","HCP","hcl","hcp","0.3333333333333333","0.0","HCL Technologies","HCP","hcltechnologies","hcp","0.06666666666666667","0.0","HCL Technologies","HCP","hcl","hcp","0.0","0.0","HCL Technologies","HCP","hcltechnologies","hcp","0.0","0.0","HCL Technologies","HCP","hcl","hcp","0.6666666666666667","0.6666666666666667","HCL Technologies","HCP","hcltechnologies","hcp","0.1333333333333333","0.0","HCL Technologies","HCP","HCL Technologies","HCP","0.0","0.0"
"WekaMatchingRule","dbpedia_1681","Forbes1783","0.00934537080381876",,"G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","g2000","asianpaints","0.0","0.0","G2000","Asian Paints","G2000","Asian Paints","0.0","0.0"
"WekaMatchingRule","dbpedia_4259","Forbes148","0.934480853156964","1","Tencent","Tencent Holdings","tencent","tencent","1.0","1.0","Tencent","Tencent Holdings","tencent","tencentholdings","0.42857142857142855","0.0","Tencent","Tencent Holdings","tencent","tencent","1.0","1.0","Tencent","Tencent Holdings","tencent","tencentholdings","0.38461538461538464","0.0","Tencent","Tencent Holdings","tencent","tencent","1.0","1.0","Tencent","Tencent Holdings","tencent","tencentholdings","0.4666666666666667","0.0","Tencent","Tencent Holdings","Tencent","Tencent Holdings","0.5","0.5"
"WekaMatchingRule","dbpedia_1158","Forbes434","0.934480853156964","1","Daikin","Daikin Industries","daikin","daikin","1.0","1.0","Daikin","Daikin Industries","daikin","daikinindustries","0.3333333333333333","0.0","Daikin","Daikin Industries","daikin","daikin","1.0","1.0","Daikin","Daikin Industries","daikin","daikinindustries","0.2857142857142857","0.0","Daikin","Daikin Industries","daikin","daikin","1.0","1.0","Daikin","Daikin Industries","daikin","daikinindustries","0.375","0.0","Daikin","Daikin Industries","Daikin","Daikin Industries","0.5","0.5"
"WekaMatchingRule","dbpedia_4139","Forbes673","0.00934537080381876","0","TTNET","Tatneft","ttnet","tatneft","0.1111111111111111","0.0","TTNET","Tatneft","ttnet","tatneft","0.1111111111111111","0.0","TTNET","Tatneft","ttnet","tatneft","0.0","0.0","TTNET","Tatneft","ttnet","tatneft","0.0","0.0","TTNET","Tatneft","ttnet","tatneft","0.7142857142857143","0.7142857142857143","TTNET","Tatneft","ttnet","tatneft","0.7142857142857143","0.7142857142857143","TTNET","Tatneft","TTNET","Tatneft","0.0","0.0"
"WekaMatchingRule","dbpedia_499","Forbes564","0.9972873126611694","1","Bank Central Asia","Bank Central Asia","centralasia","centralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","bankcentralasia","bankcentralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","centralasia","centralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","bankcentralasia","bankcentralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","centralasia","centralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","bankcentralasia","bankcentralasia","1.0","1.0","Bank Central Asia","Bank Central Asia","Bank Central Asia","Bank Central Asia","1.0","1.0"
