"RecordIDS","AverageConsistency","COUNTRY-Consistency","COUNTRY-Values","YEAR_FOUNDED-Consistency","YEAR_FOUNDED-Values","CURRENT_EMPLOYEES-Consistency","CURRENT_EMPLOYEES-Values","Name-Consistency","Name-Values","INDUSTRY-Consistency","INDUSTRY-Values"
"Kaggle_86175+dbpedia_2712","0.8","1.0","{united states|United States}","1.0","{2013.0|2013.0}","1.0","{130.0}","1.0","{markforged|Markforged}","0.0","{[, mechanical or industrial engineering, ]|[, 3D printing, ]}"
"Kaggle_97793+dbpedia_3769","0.8","1.0","{norway}","1.0","{2000.0|2015.0}","0.0","{114.0|400.0}","1.0","{sbanken|Sbanken}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_24587+dbpedia_3510","0.6","1.0","{hong kong}","1.0","{1995.0}","0.0","{477.0|11659.0}","1.0","{randgold resources ltd|Randgold Resources}","0.0","{[, mining & metals, ]|[, Mining, ]}"
"Kaggle_83342+dbpedia_985","0.75",,,"1.0","{2010.0|2010.0}","1.0","{135.0}","1.0","{civil bank limited|Civil Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_6009+dbpedia_556","0.5",,,"1.0","{1977.0|1977.0}","0.0","{1769.0|3027.0}","1.0","{banque saudi fransi|Banque Saudi Fransi}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_505078+dbpedia_4230","0.75",,,"1.0","{1974.0}","1.0","{18.0}","1.0","{teekay petrojarl uk limited|Teekay Petrojarl}","0.0","{[, oil & energy, ]|[, Petroleum industry, ]}"
"Kaggle_27173+dbpedia_2752","1.0","1.0","{united kingdom}","1.0","{1993.0|1993.0}","1.0","{431.0}","1.0","{mcarthurglen group|McArthurGlen Group}","1.0","{[, retail, ]|[, Real estate, , Retail, , Outlet store, ]}"
"Kaggle_27096+dbpedia_1168","1.0","1.0","{france}","1.0","{1953.0|1953.0}","1.0","{433.0}","1.0","{damart|Damart}","1.0","{[, retail, ]|[, Retail, , Mail order, ]}"
"Kaggle_257439+dbpedia_3989","0.6","1.0","{namibia}","1.0","{1915.0|1915.0}","0.0","{39.0|1900.0}","1.0","{standard bank namibia|Standard Bank Namibia}","0.0","{[, financial services, ]|[, Bank, , Finance, ]}"
"Kaggle_8545+dbpedia_4476","1.0","1.0","{denmark}","1.0","{2002.0}","1.0","{1297.0}","1.0","{tryg|Tryg}","1.0","{[, insurance, ]|[, Insurance, ]}"
"Kaggle_9687+dbpedia_2755","1.0","1.0","{australia}","1.0","{1988.0|1988.0}","1.0","{1153.0}","1.0","{mcgrath estate agents|McGrath Estate Agents}","1.0","{[, real estate, ]|[, Real estate, ]}"
"Kaggle_49395+dbpedia_441","0.6","1.0","{bahrain}","1.0","{1883.0|1883.0}","0.0","{234.0|2000.0}","1.0","{bmmi|BMMI}","0.0","{[, logistics and supply chain, ]|[, Retail, , Logistics, , Distribution (marketing), ]}"
"Kaggle_17725+dbpedia_2527","0.6","1.0","{united states}","1.0","{1890.0|1890.0}","0.0","{654.0|3597.0}","1.0","{lee enterprises|Lee Enterprises}","0.0","{[, newspapers, ]|[, Media (communication), ]}"
"Kaggle_25108+dbpedia_1246","0.8","1.0","{united states}","1.0","{1991.0|1991.0}","0.0","{467.0|550.0}","1.0","{designit|Designit}","1.0","{[, design, ]|[, Design, ]}"
"Kaggle_160336+dbpedia_2046","0.8","1.0","{denmark}","1.0","{1959.0|1959.0}","1.0","{67.0}","1.0","{hydrema|Hydrema}","0.0","{[, machinery, ]|[, , ]}"
"Kaggle_21570+dbpedia_4658","0.5",,,"1.0","{1982.0}","0.0","{541.0|2899.0}","1.0","{vornado realty trust|Vornado Realty Trust}","0.0","{[, real estate, ]|[, Real estate investment trust, ]}"
"Kaggle_91139+dbpedia_1167","0.6","1.0","{croatia}","1.0","{1949.0|1949.0}","0.0","{123.0|1424.0}","1.0","{dalekovod d.d.|Dalekovod}","0.0","{[, construction, ]|[, Civil engineering, , Electrical engineering, ]}"
"Kaggle_18236+dbpedia_639","0.6","1.0","{united states}","1.0","{2012.0}","0.0","{636.0|2343.0}","1.0","{blue apron|Blue Apron}","0.0","{[, food & beverages, ]|[, Meal kit, ]}"
"Kaggle_22977+dbpedia_3619","0.8","1.0","{netherlands}","1.0","{1869.0|1869.0}","0.0","{509.0|19433.0}","1.0","{royal bam group nv|Royal BAM Group}","1.0","{[, construction, ]|[, Construction, ]}"
"Kaggle_3037248+dbpedia_4137","0.6","1.0","{turkey}","1.0","{1995.0|1982.0}","0.0","{2.0|62000.0}","1.0","{ttec|TTEC}","0.0","{[, consumer electronics, ]|[, Outsourcing, ]}"
"Kaggle_8214+dbpedia_3913","0.8","1.0","{india}","1.0","{1995.0}","0.0","{1343.0|3000.0}","1.0","{sobha ltd.|Sobha Ltd.}","1.0","{[, construction, ]|[, Real estate development, , Construction, ]}"
"Kaggle_145645+dbpedia_1916","0.8","1.0","{united kingdom}","1.0","{1992.0|1992.0}","1.0","{74.0}","1.0","{headlam group plc|Headlam Group}","0.0","{[, textiles, ]|[, Flooring, ]}"
"Kaggle_1115667+dbpedia_2926","0.75",,,"1.0","{2009.0}","1.0","{7.0}","1.0","{mynaric|Mynaric}","0.0","{[, telecommunications, ]|[, Telecommunications equipment, , Aerospace, , Networking hardware, ]}"
"Kaggle_13340+dbpedia_4101","0.6","1.0","{united states}","1.0","{1986.0|1986.0}","0.0","{857.0|1463.0}","1.0","{synaptics|Synaptics}","0.0","{[, consumer electronics, ]|[, Computer hardware, , Software, ]}"
"Kaggle_257275+dbpedia_4707","0.6","1.0","{canada}","1.0","{1997.0|1997.0}","0.0","{39.0|193.0}","1.0","{wellpoint systems inc.|WellPoint Systems}","0.0","{[, computer software, ]|[, Software, ]}"
"Kaggle_154206+dbpedia_4430","0.6","1.0","{russia}","1.0","{2012.0|1993.0}","0.0","{70.0|106000.0}","1.0","{transneft|Transneft}","0.0","{[, computer software, ]|[, Petroleum industry, ]}"
"Kaggle_14532+dbpedia_1010","0.8","1.0","{united states}","1.0","{1999.0|1999.0}","0.0","{791.0|897.0}","1.0","{cogent communications|Cogent Communications}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}"
"Kaggle_188524+dbpedia_2916","0.75",,,"1.0","{1978.0}","1.0","{56.0}","1.0","{mukta arts|Mukta Arts}","0.0","{[, motion pictures and film, ]|[, Entertainment, ]}"
"Kaggle_86287+dbpedia_3358","0.6","1.0","{united states}","1.0","{2009.0|2009.0}","0.0","{130.0|50.0}","1.0","{phunware, inc.|Phunware}","0.0","{[, information technology and services, ]|[, , ]}"
"Kaggle_222244+dbpedia_3352","0.4","1.0","{united states}","0.0","{2002.0|1857.0}","0.0","{46.0|5752.0}","1.0","{phoenix group|Phoenix Group}","0.0","{[, pharmaceuticals, ]|[, Insurance, ]}"
"Kaggle_199072+dbpedia_4798","0.8","1.0","{china}","1.0","{1979.0}","1.0","{52.0}","1.0","{youngor group co., ltd.|Youngor Group}","0.0","{[, apparel & fashion, ]|[, Clothing, , Textile, ]}"
"Kaggle_123254+dbpedia_324","0.8","1.0","{united kingdom}","1.0","{1927.0}","0.0","{89.0|31013.0}","1.0","{arthur j. gallagher international|Arthur J. Gallagher & Co.}","1.0","{[, insurance, ]|[, Insurance, , Broker, ]}"
"Kaggle_43996+dbpedia_4095","0.6","1.0","{united states|United States}","1.0","{2007.0}","0.0","{264.0|5000.0}","1.0","{sweetgreen|Sweetgreen}","0.0","{[, food & beverages, ]|[, Restaurant, ]}"
"Kaggle_8109+dbpedia_4206","0.8","1.0","{india}","1.0","{1939.0|1938.0}","1.0","{1361.0}","1.0","{tata chemicals|Tata Chemicals}","0.0","{[, chemicals, ]|[, Chemical industry, ]}"
"Kaggle_346352+dbpedia_4350","0.8","1.0","{japan}","1.0","{1961.0|1961.0}","1.0","{28.0}","1.0","{tohokushinsha film corp.|Tohokushinsha Film}","0.0","{[, entertainment, ]|[, Film distributor, , Production company, , Dubbing (filmmaking), ]}"
"Kaggle_380345+dbpedia_2563","0.6","1.0","{finland}","1.0","{2014.0|2005.0}","0.0","{25.0|1742.0}","1.0","{link motion|Link Motion Inc}","0.0","{[, automotive, ]|[, Self-driving car, , Mobile device management, , Carputer, , Mobile game, , Mobile advertising, , Vehicular communication systems, , MHealth, , Mobile security, ]}"
"Kaggle_3783429+dbpedia_4219","0.5",,,"1.0","{1986.0}","0.0","{1.0|141193.0}","1.0","{tech mahindra|Tech Mahindra}","0.0","{[, computer networking, ]|[, Consultant, , Outsourcing, , Information technology, ]}"
"Kaggle_28380+dbpedia_3665","0.6","1.0","{singapore}","1.0","{1972.0}","0.0","{413.0|6848.0}","1.0","{sia engineering company|SIA Engineering Company}","0.0","{[, aviation & aerospace, ]|[, Aircraft maintenance, ]}"
"Kaggle_9824+dbpedia_3711","0.6","1.0","{united states}","1.0","{1924.0|1924.0}","0.0","{1136.0|10600.0}","1.0","{saia inc.|Saia}","0.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}"
"Kaggle_1776+dbpedia_3131","0.6","1.0","{singapore}","1.0","{1932.0|1932.0}","0.0","{4699.0|29706.0}","1.0","{ocbc bank|OCBC Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_300099+dbpedia_3043","0.5",,,"1.0","{1964.0}","0.0","{33.0|75400.0}","1.0","{nike, inc.|Nike, Inc.}","0.0","{[, accounting, ]|[, Sports equipment, , Fashion accessory, , Clothing industry, ]}"
"Kaggle_8674+dbpedia_2462","0.6","1.0","{united states}","1.0","{1937.0|1937.0}","0.0","{1278.0|21000.0}","1.0","{krispy kreme|Krispy Kreme}","0.0","{[, food & beverages, ]|[, Restaurant, ]}"
"Kaggle_4166+dbpedia_4367","0.6","1.0","{united states}","1.0","{1967.0|1967.0}","0.0","{2414.0|4500.0}","1.0","{toll brothers|Toll Brothers}","0.0","{[, real estate, ]|[, Home construction, ]}"
"Kaggle_132206+dbpedia_1423","0.6","1.0","{united states}","1.0","{1946.0}","0.0","{82.0|127000.0}","1.0","{the empire company|Empire Company}","0.0","{[, building materials, ]|[, Conglomerate (company), , Holding company, ]}"
"Kaggle_394133+dbpedia_2365","0.8","1.0","{spain}","1.0","{1954.0}","1.0","{24.0}","1.0","{kadokawa corporation|Kadokawa Corporation}","0.0","{[, entertainment, ]|[, Copyright, , Video game, , Mass media, , Film, , Publishing, ]}"
"Kaggle_5700266+dbpedia_1747","0.6","1.0","{united states}","1.0","{2009.0}","0.0","{1.0|96500.0}","1.0","{genpact|Genpact}","0.0","{[, food & beverages, ]|[, Professional services, ]}"
"Kaggle_6088+dbpedia_3588","0.5",,,"1.0","{1957.0|1957.0}","0.0","{1751.0|5973.0}","1.0","{riyad bank|Riyad Bank}","0.0","{[, banking, ]|[, Finance, ]}"
"Kaggle_134766+dbpedia_750","1.0","1.0","{hong kong}","1.0","{2000.0|1999.0}","1.0","{81.0}","1.0","{citic telecom international holdings ltd|CITIC Telecom International}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}"
"Kaggle_71018+dbpedia_1181","0.6","1.0","{china}","1.0","{2004.0}","0.0","{160.0|40388.0}","1.0","{daqin railway co., ltd.|Daqin Railway (company)}","0.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}"
"Kaggle_3713+dbpedia_208","0.6","1.0","{united states}","1.0","{1919.0|1985.0}","0.0","{2624.0|8300.0}","1.0","{altria|Altria}","0.0","{[, consumer goods, ]|[, Tobacco industry, ]}"
"Kaggle_42351+dbpedia_2431","0.8","1.0","{canada|Canada}","1.0","{1988.0}","1.0","{274.0}","1.0","{kirkland lake gold (kl)|Kirkland Lake Gold}","0.0","{[, mining & metals, ]|[, Mining engineering, ]}"
"Kaggle_16280+dbpedia_1598","0.6","1.0","{new zealand}","1.0","{2001.0|2001.0}","0.0","{711.0|20000.0}","1.0","{fletcher building|Fletcher Building}","0.0","{[, building materials, ]|[, Construction, ]}"
"Kaggle_15375+dbpedia_283","0.6","1.0","{united states}","1.0","{1990.0|1990.0}","0.0","{751.0|1600.0}","1.0","{apollo global management llc|Apollo Global Management}","0.0","{[, financial services, ]|[, Asset management, ]}"
"Kaggle_61760+dbpedia_2951","0.5",,,"1.0","{1980.0}","0.0","{185.0|2817.0}","1.0","{ns solutions|NS Solutions}","0.0","{[, computer software, ]|[, Information technology, ]}"
"Kaggle_439278+dbpedia_2903","0.6","1.0","{taiwan}","1.0","{1981.0}","0.0","{21.0|3500.0}","1.0","{motech|Motech}","0.0","{[, telecommunications, ]|[, Optoelectronics, , Solar energy, ]}"
"Kaggle_2435+dbpedia_2123","0.8","1.0","{united states}","1.0","{1998.0|1998.0}","0.0","{3685.0|7800.0}","1.0","{illumina|Illumina, Inc.}","1.0","{[, biotechnology, ]|[, Biotechnology, ]}"
"Kaggle_525811+dbpedia_1195","0.6","1.0","{china}","1.0","{2007.0|2007.0}","0.0","{17.0|1813.0}","1.0","{daqo new energy|Daqo New Energy}","0.0","{[, renewables & environment, ]|[, Material, , Photovoltaics, ]}"
"Kaggle_300146+dbpedia_4790","0.5",,,"1.0","{1915.0}","0.0","{33.0|18107.0}","1.0","{yokogawa electric corporation|Yokogawa Electric}","0.0","{[, electrical/electronic manufacturing, ]|[, Electrical device, , Information technology, ]}"
"Kaggle_7367+dbpedia_2849","0.6","1.0","{japan}","1.0","{1884.0|1884.0}","0.0","{1484.0|1.455379974E9}","1.0","{mitsubishi heavy industries|Mitsubishi Heavy Industries}","0.0","{[, machinery, ]|[, Electrical device, , Engineering, , Electronics, , Arms industry, , Aerospace, ]}"
"Kaggle_149520+dbpedia_790","0.6","1.0","{canada}","1.0","{1950.0}","0.0","{72.0|2356.0}","1.0","{canaccord genuity inc.|Canaccord Genuity}","0.0","{[, investment banking, ]|[, Financial services, ]}"
"Kaggle_459422+dbpedia_3755","0.75",,,"1.0","{2005.0|2005.0}","1.0","{20.0}","1.0","{sarmayeh bank iran|Sarmayeh Bank}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_6024+dbpedia_1767","0.6","1.0","{united states}","1.0","{1967.0|2000.0}","0.0","{1765.0|24000.0}","1.0","{global payments|Global Payments}","0.0","{[, financial services, ]|[, Payment processor, ]}"
"Kaggle_17412+dbpedia_1119","0.6","1.0","{united states|United States}","1.0","{1999.0|1999.0}","0.0","{665.0|1380.0}","1.0","{cyberark|CyberArk}","0.0","{[, computer software, ]|[, Software, ]}"
"Kaggle_55946+dbpedia_2504","0.5",,,"1.0","{1962.0}","0.0","{206.0|5000.0}","1.0","{lakshmi machine works ltd|Lakshmi Machine Works}","0.0","{[, aviation & aerospace, ]|[, Foundry, , Textile, , Aerospace, , Machine tool, , Military, ]}"
"Kaggle_789551+dbpedia_3026","0.5",,,"1.0","{1973.0}","0.0","{10.0|1500.0}","1.0","{nextgen healthcare|NextGen Healthcare}","0.0","{[, information technology and services, ]|[, Health information technology, ]}"
"Kaggle_45572+dbpedia_2059","0.75",,,"1.0","{1953.0}","1.0","{254.0}","1.0","{hyundai steel|Hyundai Steel}","0.0","{[, mining & metals, ]|[, Steel, ]}"
"Kaggle_8290+dbpedia_4734","0.6","1.0","{singapore}","1.0","{1991.0|1991.0}","0.0","{1333.0|100000.0}","1.0","{wilmar international|Wilmar International}","0.0","{[, international trade and development, ]|[, Food processing, ]}"
"Kaggle_428576+dbpedia_1398","0.8","1.0","{israel}","1.0","{1996.0}","0.0","{22.0|2000.0}","1.0","{elbit imaging ltd.|Elbit Imaging}","1.0","{[, real estate, ]|[, Real estate, , Shopping mall, , Hotel, , Medical imaging, ]}"
"Kaggle_423+dbpedia_2671","0.6","1.0","{canada|Canada}","1.0","{1957.0|1957.0}","0.0","{13422.0|169000.0}","1.0","{magna international|Magna International}","0.0","{[, automotive, ]|[, Automotive industry, ]}"
"Kaggle_9575+dbpedia_154","0.6","1.0","{turkey}","1.0","{1984.0}","0.0","{1166.0|1684.0}","1.0","{albaraka türk|Albaraka Türk}","0.0","{[, banking, ]|[, Financial services, ]}"
"Kaggle_5327+dbpedia_1064","1.0","1.0","{united states}","1.0","{1980.0|1958.0}","1.0","{1959.0}","1.0","{coopervision|CooperVision}","1.0","{[, medical devices, ]|[, Medical device, ]}"
"Kaggle_188243+dbpedia_1454","0.6","1.0","{israel|Israel}","1.0","{1998.0|1998.0}","0.0","{56.0|124.0}","1.0","{enzymotec|Enzymotec}","0.0","{[, biotechnology, ]|[, Food industry, ]}"
"Kaggle_1844804+dbpedia_1095","0.8","1.0","{united kingdom}","1.0","{2007.0}","1.0","{3.0}","1.0","{creative eye|Creative Eye Limited}","0.0","{[, design, ]|[, Media conglomerate, ]}"
"Kaggle_15021+dbpedia_718","0.6","1.0","{lebanon}","1.0","{1950.0|1963.0}","0.0","{768.0|2524.0}","1.0","{byblos bank group|Byblos Bank}","0.0","{[, banking, ]|[, Financial services, , Bank, ]}"
"Kaggle_27690+dbpedia_2256","0.6","1.0","{united states}","1.0","{1927.0|1927.0}","0.0","{424.0|19044.0}","1.0","{jvc|JVC}","0.0","{[, consumer electronics, ]|[, Electronics industry, ]}"
"Kaggle_2239+dbpedia_613","0.8","1.0","{united states}","1.0","{1967.0|1967.0}","0.0","{3941.0|22900.0}","1.0","{big lots|Big Lots}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_66592+dbpedia_4581","0.5",,,"1.0","{1737.0}","0.0","{171.0|1564.0}","1.0","{van lanschot kempen|Van Lanschot Kempen}","0.0","{[, banking, ]|[, Financial services, , Bank, ]}"
"Kaggle_324163+dbpedia_1745","0.75","1.0","{united states}",,,"1.0","{30.0}","1.0","{genie energy|Genie Energy}","0.0","{[, oil & energy, ]|[, Petroleum industry, , Electricity, ]}"
"Kaggle_20725+dbpedia_3825","0.5",,,"1.0","{1987.0|1987.0}","0.0","{563.0|3360.0}","1.0","{seylan bank ltd|Seylan Bank}","0.0","{[, banking, ]|[, Finance, ]}"
"Kaggle_28012+dbpedia_3572","0.6","1.0","{canada}","1.0","{2014.0|2014.0}","0.0","{419.0|6300.0}","1.0","{restaurant brands international|Restaurant Brands International}","0.0","{[, food & beverages, ]|[, Foodservice, ]}"
"Kaggle_11774+dbpedia_4079","1.0","1.0","{australia}","1.0","{1972.0|1972.0}","1.0","{958.0}","1.0","{super retail group|Super Retail Group}","1.0","{[, retail, ]|[, Retail, ]}"
"Kaggle_202416+dbpedia_697","0.8","1.0","{united states}","1.0","{2004.0|1924.0}","1.0","{51.0}","1.0","{brixton|Brixton plc}","0.0","{[, apparel & fashion, ]|[, Property, ]}"
"Kaggle_7138256+dbpedia_4562","0.8","1.0","{united states}","1.0","{1946.0}","1.0","{794.0}","1.0","{ursus|Ursus SA}","0.0","{[, renewables & environment, ]|[, Automotive industry, , Agricultural machinery, ]}"
"Kaggle_24187+dbpedia_3174","0.8","1.0","{united states}","1.0","{1995.0|1995.0}","0.0","{484.0|2200.0}","1.0","{omnivision technologies, inc.|OmniVision Technologies}","1.0","{[, semiconductors, ]|[, Semiconductor, ]}"
"Kaggle_384076+dbpedia_4646","0.8","1.0","{tanzania}","1.0","{1999.0|2000.0}","0.0","{25.0|548.0}","1.0","{vodacom tanzania plc|Vodacom Tanzania}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}"
"Kaggle_28861+dbpedia_4131","0.8","1.0","{united states}","1.0","{1983.0|1983.0}","1.0","{406.0}","1.0","{tmw systems|TMW Systems}","0.0","{[, computer software, ]|[, Software, , Supply chain management, , Transportation management system, ]}"
"Kaggle_188240+dbpedia_1809","0.6","1.0","{united states}","1.0","{1947.0|1947.0}","0.0","{56.0|11500.0}","1.0","{graham holdings|Graham Holdings}","0.0","{[, education management, ]|[, Conglomerate (company), ]}"
"Kaggle_1507856+dbpedia_34","0.5",,,"1.0","{1990.0}","0.0","{4.0|51000.0}","1.0","{aecom|AECOM}","0.0","{[, civil engineering, ]|[, Professional services, ]}"
"Kaggle_325257+dbpedia_4556","0.6","1.0","{united states}","1.0","{1979.0|1980.0}","0.0","{30.0|1011.0}","1.0","{urban one, inc|Urban One}","0.0","{[, broadcast media, ]|[, Media (communication), , Broadcasting, ]}"
"Kaggle_156301+dbpedia_1635","0.6","1.0","{france}","1.0","{1947.0}","0.0","{69.0|7324.0}","1.0","{fred|Fred's}","0.0","{[, luxury goods & jewelry, ]|[, Discount store, ]}"
"Kaggle_10890+dbpedia_1484","0.8","1.0","{united states}","1.0","{1995.0|1995.0}","0.0","{1032.0|1950.0}","1.0","{evercore|Evercore}","1.0","{[, investment banking, ]|[, Investment banking, ]}"
"Kaggle_603+dbpedia_3101","0.8","1.0","{united states}","1.0","{1889.0|1889.0}","0.0","{10672.0|20000.0}","1.0","{northern trust corporation|Northern Trust}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_106778+dbpedia_144","0.8","1.0","{norway}","1.0","{2002.0}","1.0","{104.0}","1.0","{aker biomarine as|Aker BioMarine}","0.0","{[, biotechnology, ]|[, , ]}"
"Kaggle_53865+dbpedia_2237","0.6","1.0","{china}","1.0","{2005.0|2005.0}","0.0","{214.0|1465.0}","1.0","{ja solar|JA Solar Holdings}","0.0","{[, renewables & environment, ]|[, Semiconductor, ]}"
"Kaggle_80788+dbpedia_3417","1.0","1.0","{nigeria}","1.0","{2005.0|2005.0}","1.0","{139.0}","1.0","{premium pension limited|Premium Pension Limited}","1.0","{[, financial services, ]|[, Financial services, ]}"
"Kaggle_294938+dbpedia_4085","0.6","1.0","{indonesia|Indonesia}","1.0","{1971.0|1971.0}","0.0","{34.0|3198.0}","1.0","{pt surya semesta internusa tbk|Surya Semesta Internusa}","0.0","{[, investment management, ]|[, Real estate development, , Construction, ]}"
"Kaggle_125425+dbpedia_2392","0.5",,,"1.0","{1982.0|1930.0}","0.0","{87.0|3330.0}","1.0","{kaupthing bank|Kaupthing Bank}","0.0","{[, banking, ]|[, Bank, ]}"
"Kaggle_71786+dbpedia_2548","0.6","1.0","{botswana}","1.0","{1998.0|1998.0}","0.0","{158.0|2300.0}","1.0","{letshego|Letshego}","0.0","{[, financial services, ]|[, Microfinance, ]}"
"Kaggle_17838+dbpedia_1636","0.6","1.0","{united states}","1.0","{1947.0|1947.0}","0.0","{651.0|7324.0}","1.0","{fred's inc.|Fred's}","0.0","{[, retail, ]|[, Discount store, ]}"
"Kaggle_4047976+dbpedia_644","0.6","1.0","{united states}","1.0","{1994.0|1943.0}","0.0","{1.0|2800.0}","1.0","{blue star|Blue Star (company)}","0.0","{[, computer hardware, ]|[, Home appliance, , Consumer electronics, ]}"
"Kaggle_5508+dbpedia_1588","0.6","1.0","{united states}","1.0","{1999.0|1999.0}","0.0","{1904.0|6400.0}","1.0","{first solar|First Solar}","0.0","{[, renewables & environment, ]|[, Photovoltaics, ]}"
"Kaggle_2883059+dbpedia_4061","0.6","1.0","{united kingdom}","1.0","{1992.0}","0.0","{2.0|1352.0}","1.0","{sun tv network limited|Sun TV Network}","0.0","{[, computer & network security, ]|[, Mass media, ]}"
"Kaggle_12102+dbpedia_1433","0.6","1.0","{canada}","1.0","{1980.0|1980.0}","0.0","{935.0|2200.0}","1.0","{enerflex ltd.|Enerflex}","0.0","{[, oil & energy, ]|[, Oil, ]}"
"Kaggle_24354+dbpedia_653","0.6","1.0","{france}","1.0","{1822.0|1822.0}","0.0","{482.0|79000.0}","1.0","{bolloré|Bolloré}","0.0","{[, investment management, ]|[, Transport, ]}"
"Kaggle_2687212+dbpedia_3414","0.5",,,"1.0","{1977.0}","0.0","{2.0|9269.0}","1.0","{praktikertjänst ab|Praktikertjänst}","0.0","{[, medical practice, ]|[, Dentistry, ]}"
